color_id,canonical,surface,normalized,source,catalog_count,mapping_reason,active,version
green,зеленый,альпийский зеленый,альпийский зеленый,catalog_color_attributes,44,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,серый/ графитовый,серый графитовый,catalog_color_attributes,44,multiple_color_anchors,true,catalog_palette_30_v1
pink,розовый,soft pink,soft pink,catalog_color_attributes,44,color_anchor,true,catalog_palette_30_v1
purple,фиолетовый,темно фиолетовый,темно фиолетовый,catalog_color_attributes,44,color_anchor,true,catalog_palette_30_v1
brown,коричневый,венге/ дуб,венге дуб,catalog_color_attributes,43,color_anchor,true,catalog_palette_30_v1
silver,серебристый,титановый/ серебристый,титановый серебристый,catalog_color_attributes,43,color_anchor,true,catalog_palette_30_v1
black,черный,midnight black,midnight black,manual_palette,42,manual_alias,true,catalog_palette_30_v1
gray,серый,серый мрамор,серый мрамор,catalog_color_attributes,42,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,серый/ оранжевый,серый оранжевый,catalog_color_attributes,42,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,черный/ бирюзовый,черный бирюзовый,catalog_color_attributes,42,multiple_color_anchors,true,catalog_palette_30_v1
gray,серый,космический серый,космический серый,manual_palette,41,manual_alias,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ золотистый,бежевый золотистый,catalog_color_attributes,41,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,красный/ синий,красный синий,catalog_color_attributes,41,multiple_color_anchors,true,catalog_palette_30_v1
black,черный,space black,space black,manual_palette,40,manual_alias,true,catalog_palette_30_v1
black,черный,черный гранит,черный гранит,catalog_color_attributes,40,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,синий/ желтый,синий желтый,catalog_color_attributes,40,multiple_color_anchors,true,catalog_palette_30_v1
pink,розовый,фуксия,фуксия,manual_palette,40,manual_alias,true,catalog_palette_30_v1
red,красный,малиновый,малиновый,manual_palette,40,manual_alias,true,catalog_palette_30_v1
silver,серебристый,titanium silver,titanium silver,catalog_color_attributes,40,color_anchor,true,catalog_palette_30_v1
light_blue,голубой,светло голубой,светло голубой,catalog_color_attributes,39,color_anchor,true,catalog_palette_30_v1
stainless_steel,нержавеющая сталь,алюминий/ нержавеющая сталь,алюминий нержавеющая сталь,catalog_color_attributes,39,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,розовый/ белый,розовый белый,catalog_color_attributes,38,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,серебристый/ желтый/ черный,серебристый желтый черный,catalog_color_attributes,38,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,серо коричневый,серо коричневый,catalog_color_attributes,38,multiple_color_anchors,true,catalog_palette_30_v1
red,красный,огненно красный,огненно красный,catalog_color_attributes,38,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,голубой/ белый,голубой белый,catalog_color_attributes,37,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,мятно голубой,мятно голубой,catalog_color_attributes,37,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,шоколадный с белыми ножками,шоколадный с белыми ножками,catalog_color_attributes,37,multiple_color_anchors,true,catalog_palette_30_v1
purple,фиолетовый,пурпурный,пурпурный,manual_palette,37,manual_alias,true,catalog_palette_30_v1
white,белый,дуб крафт белый,дуб крафт белый,catalog_color_attributes,37,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,зеленый с белыми ножками,зеленый с белыми ножками,catalog_color_attributes,36,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,прозрачный/ серебристый,прозрачный серебристый,catalog_color_attributes,36,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,серебристый/ прозрачный,серебристый прозрачный,catalog_color_attributes,36,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,шоколадный с черными ножками,шоколадный с черными ножками,catalog_color_attributes,36,multiple_color_anchors,true,catalog_palette_30_v1
red,красный,рубиновый,рубиновый,manual_palette,36,manual_alias,true,catalog_palette_30_v1
multicolor,разноцветный,графит с черными ножками,графит с черными ножками,catalog_color_attributes,35,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,оранжевый/ серый,оранжевый серый,catalog_color_attributes,35,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,прозрачный/ белый,прозрачный белый,catalog_color_attributes,35,multiple_color_anchors,true,catalog_palette_30_v1
purple,фиолетовый,mist purple,mist purple,catalog_color_attributes,35,color_anchor,true,catalog_palette_30_v1
gold,золотистый,дуб золотой,дуб золотой,catalog_color_attributes,34,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,бежевый/ синий,бежевый синий,catalog_color_attributes,34,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,графитовый/ черный,графитовый черный,catalog_color_attributes,34,multiple_color_anchors,true,catalog_palette_30_v1
multicolor,разноцветный,серый/ зеленый,серый зеленый,catalog_color_attributes,34,multiple_color_anchors,true,catalog_palette_30_v1
blue,синий,navy,navy,manual_palette,33,manual_alias,true,catalog_palette_30_v1
graphite,графитовый,темный графит,темный графит,catalog_color_attributes,33,color_anchor,true,catalog_palette_30_v1
multicolor,разноцветный,графит с белыми ножками,графит с белыми ножками,catalog_color_attributes,33,multiple_color_anchors,true,catalog_palette_30_v1
